,ISBN,bookTitle,bookAuthor,yearOfPublication,publisher,imageUrlS,imageUrlM,imageUrlL
56080,0142000205,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books,http://images.amazon.com/images/P/0142000205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.LZZZZZZZ.jpg
56389,0743406176,If Only It Were True,Marc Levy,2000,Atria,http://images.amazon.com/images/P/0743406176.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743406176.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743406176.01.LZZZZZZZ.jpg
56503,0446329894,If Tomorrow Comes,Sidney Sheldon,1986,Warner Books> C/o Little Br,http://images.amazon.com/images/P/0446329894.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446329894.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446329894.01.LZZZZZZZ.jpg
56601,0451204301,Impulse,Catherine Coulter,2001,Signet Book,http://images.amazon.com/images/P/0451204301.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451204301.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451204301.01.LZZZZZZZ.jpg
56696,0743418204,In Her Shoes : A Novel,Jennifer Weiner,2003,Washington Square Press,http://images.amazon.com/images/P/0743418204.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418204.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418204.01.LZZZZZZZ.jpg
56893,0515124214,Inner Harbor (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515124214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515124214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515124214.01.LZZZZZZZ.jpg
56999,0670855030,Insomnia,Stephen King,1994,Viking Books,http://images.amazon.com/images/P/0670855030.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670855030.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670855030.01.LZZZZZZZ.jpg
57259,067942525X,Intensity,DEAN KOONTZ,1996,Knopf,http://images.amazon.com/images/P/067942525X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067942525X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067942525X.01.LZZZZZZZ.jpg
57452,0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/0345337662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.LZZZZZZZ.jpg
57960,0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor,http://images.amazon.com/images/P/0385492081.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385492081.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385492081.01.LZZZZZZZ.jpg
58332,0385486804,Into the Wild,Jon Krakauer,1997,Anchor,http://images.amazon.com/images/P/0385486804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.LZZZZZZZ.jpg
58584,1568652860,Invasion,Robin Cook,1997,Doubleday Books,http://images.amazon.com/images/P/1568652860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1568652860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1568652860.01.LZZZZZZZ.jpg
58712,0373484003,Irish Hearts,Nora Roberts,2000,Silhouette,http://images.amazon.com/images/P/0373484003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.LZZZZZZZ.jpg
58819,0425182908,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.LZZZZZZZ.jpg
59107,0450411435,It,Stephen King,0,Trafalgar Square,http://images.amazon.com/images/P/0450411435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0450411435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0450411435.01.LZZZZZZZ.jpg
59321,0804105820,It Was on Fire When I Lay Down on It,Robert Fulghum,1993,Ivy Books,http://images.amazon.com/images/P/0804105820.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804105820.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804105820.01.LZZZZZZZ.jpg
59474,0380710722,It's Always Something,Gilda Radner,1990,Avon,http://images.amazon.com/images/P/0380710722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380710722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380710722.01.LZZZZZZZ.jpg
59587,0449221482,J Is for Judgment,Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449221482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221482.01.LZZZZZZZ.jpg
59748,0446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books,http://images.amazon.com/images/P/0446604801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604801.01.LZZZZZZZ.jpg
59930,0064470598,Jacob Have I Loved,Katherine Paterson,1990,HarperTrophy,http://images.amazon.com/images/P/0064470598.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064470598.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064470598.01.LZZZZZZZ.jpg
60033,0767905180,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001,Broadway Books,http://images.amazon.com/images/P/0767905180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.LZZZZZZZ.jpg
60236,0671038184,Jewel,Bret Lott,1999,Washington Square Press,http://images.amazon.com/images/P/0671038184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671038184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671038184.01.LZZZZZZZ.jpg
60452,0671042572,Jewel (Oprah's Book Club),Bret Lott,1999,Pocket,http://images.amazon.com/images/P/0671042572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042572.01.LZZZZZZZ.jpg
60578,0515126772,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515126772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515126772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515126772.01.LZZZZZZZ.jpg
60748,0440237025,Journey,Danielle Steel,2001,Dell Publishing Company,http://images.amazon.com/images/P/0440237025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440237025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440237025.01.LZZZZZZZ.jpg
60893,0345370775,Jurassic Park,Michael Crichton,1999,Ballantine Books,http://images.amazon.com/images/P/0345370775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.LZZZZZZZ.jpg
61381,0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449221504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg
61552,0440201926,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440201926.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg
61667,0515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515136379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.LZZZZZZZ.jpg
61784,051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/051513628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.LZZZZZZZ.jpg
61920,0515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns,http://images.amazon.com/images/P/0515136530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.LZZZZZZZ.jpg
62042,0345453816,Killjoy,Julie Garwood,2003,Ballantine Books,http://images.amazon.com/images/P/0345453816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345453816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345453816.01.LZZZZZZZ.jpg
62141,0446601241,Kiss the Girls,James Patterson,1995,Warner Books,http://images.amazon.com/images/P/0446601241.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446601241.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446601241.01.LZZZZZZZ.jpg
62397,0449221490,L Is for Lawless,Sue Grafton,1996,Fawcett Books,http://images.amazon.com/images/P/0449221490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221490.01.LZZZZZZZ.jpg
62540,0804113475,Ladder of Years,Anne Tyler,1997,Ivy Books,http://images.amazon.com/images/P/0804113475.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804113475.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804113475.01.LZZZZZZZ.jpg
62720,0670805149,Lake Wobegon Days,Garrison Keillor,1985,Penguin USA,http://images.amazon.com/images/P/0670805149.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670805149.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670805149.01.LZZZZZZZ.jpg
62840,0140092323,Lake Wobegon days,Garrison Keillor,1986,Penguin Books,http://images.amazon.com/images/P/0140092323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140092323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140092323.01.LZZZZZZZ.jpg
62940,0380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,2003,Perennial,http://images.amazon.com/images/P/0380813815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380813815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380813815.01.LZZZZZZZ.jpg
63071,0380820293,Last Chance Saloon,Marian Keyes,2002,Avon,http://images.amazon.com/images/P/0380820293.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380820293.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380820293.01.LZZZZZZZ.jpg
63228,0446525804,Last Man Standing,David Baldacci,2001,Warner Books,http://images.amazon.com/images/P/0446525804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446525804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446525804.01.LZZZZZZZ.jpg
63414,0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers,http://images.amazon.com/images/P/0842329129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329129.01.LZZZZZZZ.jpg
63732,0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996,Pocket,http://images.amazon.com/images/P/0671568175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.LZZZZZZZ.jpg
63868,0156027321,Life of Pi,Yann Martel,2003,Harvest Books,http://images.amazon.com/images/P/0156027321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156027321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156027321.01.LZZZZZZZ.jpg
64532,0553290703,Lightning,Patricia Potter,1992,Bantam Books,http://images.amazon.com/images/P/0553290703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553290703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553290703.01.LZZZZZZZ.jpg
64806,038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor,http://images.amazon.com/images/P/038542017X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038542017X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038542017X.01.LZZZZZZZ.jpg
64927,0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,1994,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385474016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385474016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385474016.01.LZZZZZZZ.jpg
65093,0385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books,http://images.amazon.com/images/P/0385420161.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385420161.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385420161.01.LZZZZZZZ.jpg
65227,0060976845,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial,http://images.amazon.com/images/P/0060976845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.LZZZZZZZ.jpg
65661,0553571818,Long After Midnight,IRIS JOHANSEN,1997,Bantam,http://images.amazon.com/images/P/0553571818.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571818.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571818.01.LZZZZZZZ.jpg
65773,0399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade,http://images.amazon.com/images/P/0399501487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399501487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399501487.01.LZZZZZZZ.jpg
66032,0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1994,Penguin Books,http://images.amazon.com/images/P/0140119906.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140119906.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140119906.01.LZZZZZZZ.jpg
66218,0671758896,"Loves Music, Loves to Dance",Mary Higgins Clark,1992,Pocket,http://images.amazon.com/images/P/0671758896.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671758896.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671758896.01.LZZZZZZZ.jpg
66402,0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,http://images.amazon.com/images/P/0316096199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg
66703,0786867647,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion,http://images.amazon.com/images/P/0786867647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786867647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786867647.01.LZZZZZZZ.jpg
66842,0449223604,M Is for Malice,Sue Grafton,1998,Fawcett Books,http://images.amazon.com/images/P/0449223604.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449223604.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449223604.01.LZZZZZZZ.jpg
66993,0373483503,Macgregor Brides (Macgregors),Nora Roberts,1997,Silhouette,http://images.amazon.com/images/P/0373483503.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373483503.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373483503.01.LZZZZZZZ.jpg
67077,0373483694,Macgregor Grooms (Macgregors),Nora Roberts,1998,Silhouette,http://images.amazon.com/images/P/0373483694.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373483694.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373483694.01.LZZZZZZZ.jpg
67158,0446355453,Master of the Game,Sidney Sheldon,1988,Warner Books,http://images.amazon.com/images/P/0446355453.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446355453.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446355453.01.LZZZZZZZ.jpg
67251,0141311363,Matilda,Roald Dahl,2001,Puffin Books,http://images.amazon.com/images/P/0141311363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141311363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141311363.01.LZZZZZZZ.jpg
67381,1570428654,Me Talk Pretty One Day,David Sedaris,2000,Time Warner Audio Major,http://images.amazon.com/images/P/1570428654.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570428654.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570428654.01.LZZZZZZZ.jpg
67838,006016848x,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,HarperCollins Publishers,http://images.amazon.com/images/P/006016848X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006016848X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006016848X.01.LZZZZZZZ.jpg
67986,0553289721,Mercy,David Lindsey,1991,Bantam Books,http://images.amazon.com/images/P/0553289721.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553289721.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553289721.01.LZZZZZZZ.jpg
68145,0440209412,Message from Nam,Danielle Steel,1991,Dell,http://images.amazon.com/images/P/0440209412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440209412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440209412.01.LZZZZZZZ.jpg
68231,0446606812,Message in a Bottle,Nicholas Sparks,1999,Warner Vision,http://images.amazon.com/images/P/0446606812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446606812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446606812.01.LZZZZZZZ.jpg
68727,0374199698,Middlesex: A Novel,Jeffrey Eugenides,2002,"Farrar, Straus and Giroux",http://images.amazon.com/images/P/0374199698.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374199698.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374199698.01.LZZZZZZZ.jpg
68965,0425118703,Midnight,Dean R. Koontz,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425118703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425118703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425118703.01.LZZZZZZZ.jpg
69100,0515133973,Midnight Bayou,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515133973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515133973.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515133973.01.LZZZZZZZ.jpg
69283,0679751521,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA,http://images.amazon.com/images/P/0679751521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679751521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679751521.01.LZZZZZZZ.jpg
69442,0679429220,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,Random House,http://images.amazon.com/images/P/0679429220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.LZZZZZZZ.jpg
69707,0375706771,Midwives: A Novel,Chris Bohjalian,1998,Vintage,http://images.amazon.com/images/P/0375706771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.LZZZZZZZ.jpg
70087,0399140093,Mind Prey,John Sandford,1995,Putnam Pub Group,http://images.amazon.com/images/P/0399140093.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399140093.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399140093.01.LZZZZZZZ.jpg
70195,0385315090,Mirror Image,Danielle Steel,1998,Delacorte Press,http://images.amazon.com/images/P/0385315090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385315090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385315090.01.LZZZZZZZ.jpg
70354,8401491029,Misery,Stephen King,1999,"Plaza &amp; Janes Editores, S.A.",http://images.amazon.com/images/P/8401491029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8401491029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8401491029.01.LZZZZZZZ.jpg
70645,0688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial,http://images.amazon.com/images/P/0688177751.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688177751.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688177751.01.LZZZZZZZ.jpg
70767,0345413873,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2000,Ballantine Books,http://images.amazon.com/images/P/0345413873.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413873.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413873.01.LZZZZZZZ.jpg
70880,0515120618,Montana Sky,Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515120618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515120618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515120618.01.LZZZZZZZ.jpg
70999,0804117683,Moo,Jane Smiley,1998,Ivy Books,http://images.amazon.com/images/P/0804117683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804117683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804117683.01.LZZZZZZZ.jpg
